x,y,z
-4.34042793668563,-3.196777682237196,24.149271802486975
-4.102929898133268,-3.6732473118300053,22.70814448250932
-4.071260765449708,-4.28010597030538,21.42765903585464
-4.227155637703259,-5.022567764816551,20.333615116887735
-4.551617069931982,-5.92532828946647,19.46121769144647
-5.049725342715608,-7.006985478875407,18.858325510832
-5.727737359734448,-8.278509858836534,18.593751196081744
-6.583501544622382,-9.731529673728105,18.760263527373525
-7.606167175279546,-11.311984950042296,19.459283237499683
-8.782486879988129,-12.886163323939176,20.83805337472701
-10.042672817042423,-14.220180991755347,22.944597819909546
-11.249072902990047,-14.974500096292687,25.690879302888177
-12.21798384301256,-14.789801499922389,28.800415286719186
-12.731859804103566,-13.520722016027051,31.695553850563744
-12.6488084237979,-11.311694678734652,33.82371076335247
-11.941073711453397,-8.643216563610334,34.77433970012941
-10.737747305695464,-6.129433547184637,34.530298124355696
-9.260529789963329,-4.169871982620969,33.352028597187484
-7.754185616910066,-2.90230162877046,31.643889367800337
-6.397079551057008,-2.2606087565805675,29.71792247712527
-5.2910269619739365,-2.0660652395986543,27.78760951514785
-4.463652631230966,-2.1659119708409142,25.943737047463486
-3.9043154587434428,-2.4609078644087687,24.22494578871084
-3.5845864293039194,-2.8921415413134657,22.649041323723793
-3.475838568725848,-3.438201405176445,21.227526013780448
-3.5565173229480846,-4.101795690503262,19.975254940750855
-3.8042542219135855,-4.91026987583837,18.916008178764734
-4.2196741861568405,-5.8924132178678095,18.08468962666262
-4.811225574933928,-7.077621392355604,17.53622636425138
-5.585246046727838,-8.488727553633584,17.35138628772343
-6.5540192035363045,-10.121506218198878,17.643598534297467
-7.72412379354766,-11.92278706972239,18.565066746750965
-9.06002357008591,-13.716082154856808,20.2476336563263
-10.479584850011623,-15.200528718865941,22.783113955383328
-11.822672072612429,-15.932744546342443,26.070561764664447
-12.857121079055863,-15.484159662564627,29.707920497730136
-13.325378220564474,-13.671435735291507,32.98674526699728
-13.055398617774687,-10.891793597940644,35.163081552682975
-12.065605723974663,-7.823695058523051,35.8705553338532
